id,card_id,date_recorded,tcg_avg_price,tcg_min_price,tcg_max_price,cardmarket_avg_price,cardmarket_min_price,cardmarket_max_price,manual_price,avg_sell_price,source,created_at,updated_at,pokeapi_id,pokeapi_set_id,supabase_set_id,card_name,number_format,download_id,language
1680,base1-4,2025-09-04 13:54:55.899221,461.52,280.00,1000.00,880.83,699.99,3182.69,null,838.97,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-4,base1,base1,Charizard,XXX,2025/9/4/3,de
1681,base1-4,2025-09-04 13:54:55.899221,461.52,280.00,1000.00,880.83,699.99,3182.69,null,838.97,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-4,base1,base1,Charizard,XXX,2025/9/4/3,fr
1682,base1-5,2025-09-04 13:54:55.899221,23.84,13.00,95.98,23.69,4.94,26.14,null,29.71,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-5,base1,base1,Clefairy,XXX,2025/9/4/3,en
1683,base1-5,2025-09-04 13:54:55.899221,23.84,13.00,95.98,23.69,4.94,26.14,null,29.71,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-5,base1,base1,Clefairy,XXX,2025/9/4/3,de
1684,base1-5,2025-09-04 13:54:55.899221,23.84,13.00,95.98,23.69,4.94,26.14,null,29.71,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-5,base1,base1,Clefairy,XXX,2025/9/4/3,fr
1685,base1-6,2025-09-04 13:54:55.899221,31.48,10.00,69.99,15.66,1.20,16.39,null,29.46,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-6,base1,base1,Gyarados,XXX,2025/9/4/3,en
1686,base1-6,2025-09-04 13:54:55.899221,31.48,10.00,69.99,15.66,1.20,16.39,null,29.46,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-6,base1,base1,Gyarados,XXX,2025/9/4/3,de
1687,base1-6,2025-09-04 13:54:55.899221,31.48,10.00,69.99,15.66,1.20,16.39,null,29.46,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-6,base1,base1,Gyarados,XXX,2025/9/4/3,fr
1688,base1-7,2025-09-04 13:54:55.899221,19.38,8.00,45.00,45.00,19.99,58.85,null,40.24,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-7,base1,base1,Hitmonchan,XXX,2025/9/4/3,en
1689,base1-7,2025-09-04 13:54:55.899221,19.38,8.00,45.00,45.00,19.99,58.85,null,40.24,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-7,base1,base1,Hitmonchan,XXX,2025/9/4/3,de
1690,base1-7,2025-09-04 13:54:55.899221,19.38,8.00,45.00,45.00,19.99,58.85,null,40.24,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-7,base1,base1,Hitmonchan,XXX,2025/9/4/3,fr
1691,base1-8,2025-09-04 13:54:55.899221,null,null,null,51.16,6.00,77.71,null,63.95,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-8,base1,base1,Machamp,XXX,2025/9/4/3,en
1692,base1-8,2025-09-04 13:54:55.899221,null,null,null,51.16,6.00,77.71,null,63.95,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-8,base1,base1,Machamp,XXX,2025/9/4/3,de
1693,base1-8,2025-09-04 13:54:55.899221,null,null,null,51.16,6.00,77.71,null,63.95,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-8,base1,base1,Machamp,XXX,2025/9/4/3,fr
1694,base1-9,2025-09-04 13:54:55.899221,18.65,6.91,32.25,20.15,3.00,17.94,null,24.25,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-9,base1,base1,Magneton,XXX,2025/9/4/3,en
1695,base1-9,2025-09-04 13:54:55.899221,18.65,6.91,32.25,20.15,3.00,17.94,null,24.25,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-9,base1,base1,Magneton,XXX,2025/9/4/3,de
1696,base1-9,2025-09-04 13:54:55.899221,18.65,6.91,32.25,20.15,3.00,17.94,null,24.25,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-9,base1,base1,Magneton,XXX,2025/9/4/3,fr
1697,base1-10,2025-09-04 13:54:55.899221,42.52,19.98,100.00,633.99,34.95,356.64,null,422.82,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-10,base1,base1,Mewtwo,XXX,2025/9/4/3,en
1698,base1-10,2025-09-04 13:54:55.899221,42.52,19.98,100.00,633.99,34.95,356.64,null,422.82,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-10,base1,base1,Mewtwo,XXX,2025/9/4/3,de
1699,base1-10,2025-09-04 13:54:55.899221,42.52,19.98,100.00,633.99,34.95,356.64,null,422.82,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-10,base1,base1,Mewtwo,XXX,2025/9/4/3,fr
1700,base1-11,2025-09-04 13:54:55.899221,27.74,15.00,45.99,137.50,30.00,58.94,null,103.28,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-11,base1,base1,Nidoking,XXX,2025/9/4/3,en
1701,base1-11,2025-09-04 13:54:55.899221,27.74,15.00,45.99,137.50,30.00,58.94,null,103.28,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-11,base1,base1,Nidoking,XXX,2025/9/4/3,de
1702,base1-11,2025-09-04 13:54:55.899221,27.74,15.00,45.99,137.50,30.00,58.94,null,103.28,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-11,base1,base1,Nidoking,XXX,2025/9/4/3,fr
1703,base1-12,2025-09-04 13:54:55.899221,26.03,10.11,50.98,13.35,1.49,14.09,null,24.61,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-12,base1,base1,Ninetales,XXX,2025/9/4/3,en
1704,base1-12,2025-09-04 13:54:55.899221,26.03,10.11,50.98,13.35,1.49,14.09,null,24.61,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-12,base1,base1,Ninetales,XXX,2025/9/4/3,de
1705,base1-12,2025-09-04 13:54:55.899221,26.03,10.11,50.98,13.35,1.49,14.09,null,24.61,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-12,base1,base1,Ninetales,XXX,2025/9/4/3,fr
1706,base1-13,2025-09-04 13:54:55.899221,22.64,12.95,39.99,22.60,3.95,24.03,null,28.28,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-13,base1,base1,Poliwrath,XXX,2025/9/4/3,en
1707,base1-13,2025-09-04 13:54:55.899221,22.64,12.95,39.99,22.60,3.95,24.03,null,28.28,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-13,base1,base1,Poliwrath,XXX,2025/9/4/3,de
1708,base1-13,2025-09-04 13:54:55.899221,22.64,12.95,39.99,22.60,3.95,24.03,null,28.28,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-13,base1,base1,Poliwrath,XXX,2025/9/4/3,fr
1709,base1-14,2025-09-04 13:54:55.899221,47.41,29.00,79.99,54.97,34.95,66.30,null,63.99,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-14,base1,base1,Raichu,XXX,2025/9/4/3,en
1710,base1-14,2025-09-04 13:54:55.899221,47.41,29.00,79.99,54.97,34.95,66.30,null,63.99,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-14,base1,base1,Raichu,XXX,2025/9/4/3,de
1711,base1-14,2025-09-04 13:54:55.899221,47.41,29.00,79.99,54.97,34.95,66.30,null,63.99,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-14,base1,base1,Raichu,XXX,2025/9/4/3,fr
1712,base1-15,2025-09-04 13:54:55.899221,114.85,70.00,300.00,300.99,149.95,295.31,null,259.90,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-15,base1,base1,Venusaur,XXX,2025/9/4/3,en
1713,base1-15,2025-09-04 13:54:55.899221,114.85,70.00,300.00,300.99,149.95,295.31,null,259.90,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-15,base1,base1,Venusaur,XXX,2025/9/4/3,de
1714,base1-15,2025-09-04 13:54:55.899221,114.85,70.00,300.00,300.99,149.95,295.31,null,259.90,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-15,base1,base1,Venusaur,XXX,2025/9/4/3,fr
1715,base1-16,2025-09-04 13:54:55.899221,35.95,16.23,72.94,35.81,4.00,38.40,null,44.85,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-16,base1,base1,Zapdos,XXX,2025/9/4/3,en
1716,base1-16,2025-09-04 13:54:55.899221,35.95,16.23,72.94,35.81,4.00,38.40,null,44.85,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-16,base1,base1,Zapdos,XXX,2025/9/4/3,de
1717,base1-16,2025-09-04 13:54:55.899221,35.95,16.23,72.94,35.81,4.00,38.40,null,44.85,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-16,base1,base1,Zapdos,XXX,2025/9/4/3,fr
1718,base1-17,2025-09-04 13:54:55.899221,null,null,null,16.63,9.00,29.05,null,20.79,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-17,base1,base1,Beedrill,XXX,2025/9/4/3,en
1719,base1-17,2025-09-04 13:54:55.899221,null,null,null,16.63,9.00,29.05,null,20.79,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-17,base1,base1,Beedrill,XXX,2025/9/4/3,de
1720,base1-17,2025-09-04 13:54:55.899221,null,null,null,16.63,9.00,29.05,null,20.79,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-17,base1,base1,Beedrill,XXX,2025/9/4/3,fr
1721,base1-18,2025-09-04 13:54:55.899221,14.35,4.00,29.44,101.67,17.50,46.49,null,72.51,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-18,base1,base1,Dragonair,XXX,2025/9/4/3,en
1722,base1-18,2025-09-04 13:54:55.899221,14.35,4.00,29.44,101.67,17.50,46.49,null,72.51,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-18,base1,base1,Dragonair,XXX,2025/9/4/3,de
1723,base1-18,2025-09-04 13:54:55.899221,14.35,4.00,29.44,101.67,17.50,46.49,null,72.51,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-18,base1,base1,Dragonair,XXX,2025/9/4/3,fr
1724,base1-19,2025-09-04 13:54:55.899221,7.28,3.00,9.50,7.19,0.35,8.19,null,9.04,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-19,base1,base1,Dugtrio,XXX,2025/9/4/3,en
1725,base1-19,2025-09-04 13:54:55.899221,7.28,3.00,9.50,7.19,0.35,8.19,null,9.04,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-19,base1,base1,Dugtrio,XXX,2025/9/4/3,de
1726,base1-19,2025-09-04 13:54:55.899221,7.28,3.00,9.50,7.19,0.35,8.19,null,9.04,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-19,base1,base1,Dugtrio,XXX,2025/9/4/3,fr
1727,base1-20,2025-09-04 13:54:55.899221,8.23,2.25,18.99,7.20,0.17,3.05,null,9.64,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-20,base1,base1,Electabuzz,XXX,2025/9/4/3,en
1728,base1-20,2025-09-04 13:54:55.899221,8.23,2.25,18.99,7.20,0.17,3.05,null,9.64,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-20,base1,base1,Electabuzz,XXX,2025/9/4/3,de
1729,base1-20,2025-09-04 13:54:55.899221,8.23,2.25,18.99,7.20,0.17,3.05,null,9.64,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-20,base1,base1,Electabuzz,XXX,2025/9/4/3,fr
1730,base1-21,2025-09-04 13:54:55.899221,null,null,null,25.00,13.50,26.20,null,31.25,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-21,base1,base1,Electrode,XXX,2025/9/4/3,en
1731,base1-21,2025-09-04 13:54:55.899221,null,null,null,25.00,13.50,26.20,null,31.25,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-21,base1,base1,Electrode,XXX,2025/9/4/3,de
1732,base1-21,2025-09-04 13:54:55.899221,null,null,null,25.00,13.50,26.20,null,31.25,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-21,base1,base1,Electrode,XXX,2025/9/4/3,fr
1733,base1-22,2025-09-04 13:54:55.899221,8.94,3.75,22.99,20.10,11.95,34.69,null,18.15,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-22,base1,base1,Pidgeotto,XXX,2025/9/4/3,en
1734,base1-22,2025-09-04 13:54:55.899221,8.94,3.75,22.99,20.10,11.95,34.69,null,18.15,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-22,base1,base1,Pidgeotto,XXX,2025/9/4/3,de
1735,base1-22,2025-09-04 13:54:55.899221,8.94,3.75,22.99,20.10,11.95,34.69,null,18.15,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-22,base1,base1,Pidgeotto,XXX,2025/9/4/3,fr
1736,base1-23,2025-09-04 13:54:55.899221,2.83,0.86,52.00,4.23,0.10,3.93,null,4.41,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-23,base1,base1,Arcanine,XXX,2025/9/4/3,en
1737,base1-23,2025-09-04 13:54:55.899221,2.83,0.86,52.00,4.23,0.10,3.93,null,4.41,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-23,base1,base1,Arcanine,XXX,2025/9/4/3,de
1738,base1-23,2025-09-04 13:54:55.899221,2.83,0.86,52.00,4.23,0.10,3.93,null,4.41,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-23,base1,base1,Arcanine,XXX,2025/9/4/3,fr
1739,base1-24,2025-09-04 13:54:55.899221,null,null,null,6.41,0.02,3.76,null,8.01,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-24,base1,base1,Charmeleon,XXX,2025/9/4/3,en
1740,base1-24,2025-09-04 13:54:55.899221,null,null,null,6.41,0.02,3.76,null,8.01,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-24,base1,base1,Charmeleon,XXX,2025/9/4/3,de
1741,base1-24,2025-09-04 13:54:55.899221,null,null,null,6.41,0.02,3.76,null,8.01,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-24,base1,base1,Charmeleon,XXX,2025/9/4/3,fr
1742,base1-25,2025-09-04 13:54:55.899221,2.38,0.69,5.99,9.53,3.49,9.76,null,7.44,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-25,base1,base1,Dewgong,XXX,2025/9/4/3,en
1743,base1-25,2025-09-04 13:54:55.899221,2.38,0.69,5.99,9.53,3.49,9.76,null,7.44,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-25,base1,base1,Dewgong,XXX,2025/9/4/3,de
1744,base1-25,2025-09-04 13:54:55.899221,2.38,0.69,5.99,9.53,3.49,9.76,null,7.44,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-25,base1,base1,Dewgong,XXX,2025/9/4/3,fr
1745,base1-26,2025-09-04 13:54:55.899221,1.95,0.25,15.99,34.12,2.95,17.07,null,22.54,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-26,base1,base1,Dratini,XXX,2025/9/4/3,en
1746,base1-26,2025-09-04 13:54:55.899221,1.95,0.25,15.99,34.12,2.95,17.07,null,22.54,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-26,base1,base1,Dratini,XXX,2025/9/4/3,de
1747,base1-26,2025-09-04 13:54:55.899221,1.95,0.25,15.99,34.12,2.95,17.07,null,22.54,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-26,base1,base1,Dratini,XXX,2025/9/4/3,fr
1748,base1-27,2025-09-04 13:54:55.899221,1.03,0.20,6.49,1.33,0.02,1.08,null,1.48,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-27,base1,base1,Farfetch'd,XXX,2025/9/4/3,en
1749,base1-27,2025-09-04 13:54:55.899221,1.03,0.20,6.49,1.33,0.02,1.08,null,1.48,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-27,base1,base1,Farfetch'd,XXX,2025/9/4/3,de
1750,base1-27,2025-09-04 13:54:55.899221,1.03,0.20,6.49,1.33,0.02,1.08,null,1.48,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-27,base1,base1,Farfetch'd,XXX,2025/9/4/3,fr
1751,base1-28,2025-09-04 13:54:55.899221,null,null,null,11.66,1.50,5.92,null,14.57,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-28,base1,base1,Growlithe,XXX,2025/9/4/3,en
1752,base1-28,2025-09-04 13:54:55.899221,null,null,null,11.66,1.50,5.92,null,14.57,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-28,base1,base1,Growlithe,XXX,2025/9/4/3,de
1753,base1-28,2025-09-04 13:54:55.899221,null,null,null,11.66,1.50,5.92,null,14.57,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-28,base1,base1,Growlithe,XXX,2025/9/4/3,fr
1754,base1-29,2025-09-04 13:54:55.899221,1.26,0.35,8.00,13.17,0.50,10.27,null,9.02,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-29,base1,base1,Haunter,XXX,2025/9/4/3,en
1755,base1-29,2025-09-04 13:54:55.899221,1.26,0.35,8.00,13.17,0.50,10.27,null,9.02,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-29,base1,base1,Haunter,XXX,2025/9/4/3,de
1756,base1-29,2025-09-04 13:54:55.899221,1.26,0.35,8.00,13.17,0.50,10.27,null,9.02,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-29,base1,base1,Haunter,XXX,2025/9/4/3,fr
1757,base1-30,2025-09-04 13:54:55.899221,null,null,null,4.57,0.05,4.94,null,5.71,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-30,base1,base1,Ivysaur,XXX,2025/9/4/3,en
1758,base1-30,2025-09-04 13:54:55.899221,null,null,null,4.57,0.05,4.94,null,5.71,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-30,base1,base1,Ivysaur,XXX,2025/9/4/3,de
1759,base1-30,2025-09-04 13:54:55.899221,null,null,null,4.57,0.05,4.94,null,5.71,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-30,base1,base1,Ivysaur,XXX,2025/9/4/3,fr
1760,base1-31,2025-09-04 13:54:55.899221,null,null,null,1.05,0.02,0.95,null,1.31,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-31,base1,base1,Jynx,XXX,2025/9/4/3,en
1761,base1-31,2025-09-04 13:54:55.899221,null,null,null,1.05,0.02,0.95,null,1.31,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-31,base1,base1,Jynx,XXX,2025/9/4/3,de
1762,base1-31,2025-09-04 13:54:55.899221,null,null,null,1.05,0.02,0.95,null,1.31,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-31,base1,base1,Jynx,XXX,2025/9/4/3,fr
1763,base1-32,2025-09-04 13:54:55.899221,null,null,null,11.45,2.50,5.67,null,14.31,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-32,base1,base1,Kadabra,XXX,2025/9/4/3,en
1764,base1-32,2025-09-04 13:54:55.899221,null,null,null,11.45,2.50,5.67,null,14.31,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-32,base1,base1,Kadabra,XXX,2025/9/4/3,de
1765,base1-32,2025-09-04 13:54:55.899221,null,null,null,11.45,2.50,5.67,null,14.31,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-32,base1,base1,Kadabra,XXX,2025/9/4/3,fr
1766,base1-33,2025-09-04 13:54:55.899221,1.05,0.30,5.00,14.66,0.94,5.87,null,9.82,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-33,base1,base1,Kakuna,XXX,2025/9/4/3,en
1767,base1-33,2025-09-04 13:54:55.899221,1.05,0.30,5.00,14.66,0.94,5.87,null,9.82,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-33,base1,base1,Kakuna,XXX,2025/9/4/3,de
1768,base1-33,2025-09-04 13:54:55.899221,1.05,0.30,5.00,14.66,0.94,5.87,null,9.82,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-33,base1,base1,Kakuna,XXX,2025/9/4/3,fr
1769,base1-34,2025-09-04 13:54:55.899221,null,null,null,0.97,0.02,0.55,null,1.21,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-34,base1,base1,Machoke,XXX,2025/9/4/3,en
1770,base1-34,2025-09-04 13:54:55.899221,null,null,null,0.97,0.02,0.55,null,1.21,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-34,base1,base1,Machoke,XXX,2025/9/4/3,de
1771,base1-34,2025-09-04 13:54:55.899221,null,null,null,0.97,0.02,0.55,null,1.21,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-34,base1,base1,Machoke,XXX,2025/9/4/3,fr
1772,base1-35,2025-09-04 13:54:55.899221,2.06,0.49,5.99,2.64,0.02,2.47,null,2.94,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-35,base1,base1,Magikarp,XXX,2025/9/4/3,en
1773,base1-35,2025-09-04 13:54:55.899221,2.06,0.49,5.99,2.64,0.02,2.47,null,2.94,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-35,base1,base1,Magikarp,XXX,2025/9/4/3,de
1774,base1-35,2025-09-04 13:54:55.899221,2.06,0.49,5.99,2.64,0.02,2.47,null,2.94,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-35,base1,base1,Magikarp,XXX,2025/9/4/3,fr
1775,base1-36,2025-09-04 13:54:55.899221,2.76,0.50,5.99,2.75,4.49,16.44,null,3.44,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-36,base1,base1,Magmar,XXX,2025/9/4/3,en
1776,base1-36,2025-09-04 13:54:55.899221,2.76,0.50,5.99,2.75,4.49,16.44,null,3.44,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-36,base1,base1,Magmar,XXX,2025/9/4/3,de
1777,base1-36,2025-09-04 13:54:55.899221,2.76,0.50,5.99,2.75,4.49,16.44,null,3.44,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-36,base1,base1,Magmar,XXX,2025/9/4/3,fr
1778,base1-37,2025-09-04 13:54:55.899221,2.28,0.72,8.00,2.98,0.05,2.24,null,3.29,pokemontcg_api,2025-09-04 11:54:56.018354,2025-09-04 11:54:56.018354,base1-37,base1,base1,Nidorino,XXX,2025/9/4/3,en
